#{"t_start": 1780398861.2305164, "env_id": "None"}
r,l,t
-130.98918,200,3033.80983
40.155144,28,3033.925192
15.268611,73,3033.925227
35.002045,34,3034.03472
33.963078,42,3034.139576
38.397644,34,3034.259238
5.752119,114,3034.384428
13.661763,88,3034.384472
30.594297,50,3034.528082
22.336548,73,3034.528129
33.46559,44,3034.658499
37.596703,29,3034.763347
39.23814,26,3034.897677
37.87013,27,3034.89771
41.03734,20,3034.897716
27.79334,49,3034.89772
30.35409,46,3035.018836
34.724724,37,3035.126677
34.89869,36,3035.244897
22.077208,62,3035.398223
40.359417,21,3035.502166
41.079983,22,3035.637737
31.197412,37,3035.637793
-0.03799259,97,3035.76688
10.140354,96,3035.881123
-3.8136656,137,3035.992602
27.224028,61,3036.119934
40.315098,24,3036.11997
-106.76717,200,3036.232516
36.585617,33,3036.345333
8.183322,105,3036.461519
38.03803,30,3036.461551
34.198082,42,3036.597707
14.294489,69,3036.716264
35.255394,33,3036.716319
36.021015,34,3036.822381
39.244644,20,3036.941847
33.860455,41,3036.941888
37.30036,30,3037.077756
34.82995,36,3037.197958
37.462955,28,3037.197995
40.134266,23,3037.347868
41.083836,22,3037.347916
-24.738686,129,3037.347926
37.81346,28,3037.449692
37.31529,31,3037.561169
22.74992,64,3037.676229
40.544743,21,3037.796636
40.89395,22,3037.926435
41.52042,21,3038.07979
31.72901,38,3038.237422
37.32106,30,3038.366021
36.643997,33,3038.366058
10.137297,99,3038.476702
-83.87325,200,3038.591857
12.992077,86,3038.702463
40.722256,21,3038.811964
38.833996,29,3038.959559
15.275682,118,3038.959597
-4.6906004,102,3039.104967
39.224022,23,3039.105006
35.128075,31,3039.234752
41.556374,22,3039.383231
27.286413,52,3039.383269
30.45877,39,3039.543654
35.290104,25,3039.673793
34.02409,41,3039.788704
26.54191,61,3039.925673
22.657167,53,3040.046294
27.131706,70,3040.171856
24.494097,53,3040.277795
38.46237,26,3040.409945
37.05459,33,3040.540395
35.58472,35,3040.68195
36.85157,29,3040.682015
40.946564,20,3040.806597
32.65647,41,3040.917952
-6.1224847,70,3041.042959
36.36136,34,3041.183993
-6.6091723,112,3041.295321
38.681618,33,3041.423971
23.472086,57,3041.584502
32.770718,44,3041.584541
35.73502,39,3041.695738
37.82456,30,3041.834099
27.364222,52,3041.991697
38.594944,22,3041.991733
39.90283,22,3041.99174
12.977883,76,3041.991745
40.630856,20,3042.094919
25.308464,68,3042.226424
-29.770884,117,3042.336137
22.422794,62,3042.492919
30.58636,49,3042.492964
6.655585,93,3042.610062
41.63522,18,3042.610104
40.083786,22,3042.769405
-12.861333,160,3042.769438
18.462656,85,3042.769445
42.79804,16,3042.882288
42.414402,18,3042.987303
41.219414,18,3043.105275
40.16165,25,3043.221109
41.16843,19,3043.357677
23.985292,56,3043.357716
35.369995,35,3043.484232
33.532368,46,3043.606204
-126.35337,200,3043.748901
33.900223,41,3043.894301
-25.968702,147,3043.894336
36.30114,27,3043.894342
38.33491,31,3044.017159
5.072257,80,3044.14593
35.80431,27,3044.277972
32.05837,32,3044.419487
31.196358,38,3044.546344
29.136915,51,3044.656487
27.681313,64,3044.810494
39.835964,21,3044.946921
-508.29086,200,3044.946961
10.137606,103,3045.08124
-105.91693,200,3045.081278
-71.43099,186,3045.217386
38.18189,27,3045.217418
38.138504,32,3045.343412
33.836433,29,3045.343445
19.545341,52,3045.456342
2.627038,109,3045.620398
33.539047,34,3045.743298
31.965225,40,3045.861871
15.2344,87,3045.861905
35.762226,31,3046.014775
40.31211,20,3046.164755
43.348698,18,3046.283299
34.69351,37,3046.393644
8.131665,94,3046.499676
25.26771,53,3046.600036
18.207317,77,3046.741937
37.179035,32,3046.894413
37.12727,29,3046.894454
15.99404,69,3046.894461
-24.016142,166,3046.894466
42.0245,19,3047.059866
36.007095,31,3047.204247
41.07536,18,3047.204287
11.497294,88,3047.204294
22.923914,73,3047.339564
39.67647,24,3047.495349
18.042238,92,3047.495386
21.92445,64,3047.618043
36.446293,29,3047.618078
40.454117,22,3047.729015
38.775845,22,3047.922604
40.465405,20,3047.922643
41.41468,24,3048.0693
29.919611,55,3048.069338
34.551117,39,3048.069345
36.762196,32,3048.069351
40.70696,18,3048.211179
25.462746,57,3048.317819
30.931694,46,3048.434596
35.66624,33,3048.572454
23.027239,88,3048.701633
34.521217,33,3048.814708
35.48756,30,3048.951855
-16.900719,121,3048.951893
-1.9582485,111,3049.069042
41.70211,22,3049.203439
38.99685,23,3049.316305
39.574722,24,3049.459404
22.877588,49,3049.569095
26.889948,48,3049.715964
37.069035,26,3049.716001
39.02635,28,3049.716007
40.743256,23,3049.844702
31.528688,43,3049.974959
38.945114,18,3050.096981
42.410873,17,3050.219459
26.581503,57,3050.349505
32.06443,32,3050.45783
40.88244,19,3050.576841
-49.615486,156,3050.683176
41.78817,21,3050.816758
38.98592,22,3050.947582
24.419704,63,3050.947619
30.142637,35,3051.076865
24.01094,67,3051.076905
-93.85548,200,3051.198335
-96.78988,200,3051.319082
40.10346,21,3051.319121
-22.08223,109,3051.443107
35.678387,33,3051.563037
36.01823,35,3051.707447
34.592457,40,3051.850126
13.70802,73,3051.969194
13.470921,71,3052.083294
34.688618,48,3052.224999
-106.725395,200,3052.342472
16.675344,69,3052.487779
-10.420934,129,3052.604029
35.067,33,3052.771678
33.783634,42,3052.890111
20.565449,61,3053.01969
33.60551,38,3053.155751
25.270498,45,3053.306844
21.950327,56,3053.447675
40.61126,23,3053.563265
38.802498,22,3053.694469
25.7697,61,3053.694506
35.67557,40,3053.863925
39.38093,28,3053.979956
33.547764,39,3054.092788
39.996143,18,3054.09283
-16.111528,139,3054.199105
25.646275,57,3054.344391
39.894947,22,3054.453345
-3.3152533,85,3054.577153
24.138725,64,3054.686937
39.014236,29,3054.804381
6.6604853,102,3054.920036
41.015503,23,3055.030864
-13.408949,166,3055.172643
9.517437,105,3055.303578
42.190113,20,3055.434118
28.737646,49,3055.434152
-8.611026,114,3055.556125
12.353565,82,3055.67482
-153.03076,200,3055.674856
-293.93887,200,3055.781488
36.355602,35,3055.923793
10.590545,65,3055.923841
35.06297,32,3055.923849
33.891876,34,3055.923854
-21.316858,103,3056.039472
35.25101,34,3056.173859
-0.5100807,116,3056.293944
32.309383,35,3056.415704
41.763157,20,3056.573061
-157.98158,200,3056.718958
37.46793,29,3056.837596
35.041992,42,3056.991963
39.813602,23,3057.146126
23.546766,59,3057.146166
40.97915,21,3057.274565
6.941625,110,3057.411207
38.61288,28,3057.411246
39.99679,26,3057.54913
30.755495,63,3057.674231
38.063107,35,3057.785374
32.33529,67,3057.91054
30.171627,42,3058.043334
-54.16266,136,3058.153062
41.43042,20,3058.284602
1.7651582,125,3058.422562
40.415215,20,3058.537233
34.605663,35,3058.682855
11.004399,91,3058.682896
41.64597,23,3058.819206
23.05652,59,3058.942769
37.937134,28,3059.07066
11.362614,86,3059.193238
30.40195,41,3059.29864
-139.14539,200,3059.433794
-139.5812,200,3059.58907
26.535948,57,3059.701332
9.864624,89,3059.837245
35.04983,31,3059.837287
35.093376,39,3059.837294
-113.99048,200,3059.998376
40.067047,23,3059.998414
39.79784,26,3060.107603
31.00118,32,3060.220575
28.50219,63,3060.356158
39.621212,20,3060.477101
40.91935,24,3060.477133
-2.0934863,126,3060.614239
24.50382,70,3060.756361
31.026447,59,3060.756396
39.102886,24,3060.869236
13.609309,99,3060.992252
29.285658,52,3061.134449
-35.46457,124,3061.245281
27.503883,49,3061.245317
21.57241,75,3061.367129
35.43983,31,3061.485856
11.301135,111,3061.610571
41.884476,17,3061.610615
37.542805,26,3061.610624
-2.0085602,101,3061.7441
37.539402,27,3061.859699
-16.329777,123,3061.859736
34.27299,29,3061.984377
19.53569,75,3062.12453
36.46758,32,3062.247703
39.58971,24,3062.373081
34.483307,31,3062.373123
33.712574,40,3062.499943
-41.55058,150,3062.635179
41.991055,20,3062.778312
4.687826,113,3062.778355
42.022793,19,3062.901486
36.218674,32,3063.04269
36.431664,31,3063.20407
32.286903,44,3063.344003
40.203396,25,3063.484944
33.548286,35,3063.613658
30.099949,54,3063.73929
39.519638,22,3063.878032
32.754948,32,3063.991466
36.404064,32,3064.109466
29.604368,51,3064.25274
33.558945,34,3064.395561
13.57091,62,3064.395612
40.54285,21,3064.51078
34.947224,48,3064.660995
5.0559816,86,3064.66103
39.77334,24,3064.816198
-75.51857,200,3064.816241
-1.662685,130,3064.938898
12.0577965,84,3065.071873
26.7312,65,3065.209344
40.70013,20,3065.209377
7.5612497,103,3065.209384
27.839272,48,3065.34116
17.066961,76,3065.452268
35.079525,29,3065.568491
3.8040524,107,3065.670571
28.4554,54,3065.824845
25.911396,75,3065.824891
41.02435,20,3065.941882
-556.81256,200,3066.070482
34.62722,25,3066.070522
37.911366,30,3066.192169
38.46303,28,3066.317895
11.998716,89,3066.31794
36.410313,35,3066.49472
6.5982547,122,3066.615824
33.37504,34,3066.615859
10.377932,109,3066.769506
38.449,34,3066.886212
13.631532,58,3066.993408
30.021465,40,3067.13471
9.653846,104,3067.134751
34.335644,47,3067.307353
40.53718,23,3067.421682
15.98479,85,3067.58045
38.49034,28,3067.718323
28.731937,48,3067.830221
25.224659,58,3067.99067
35.00479,29,3067.990707
-118.08636,200,3068.108314
39.631153,26,3068.240142
38.948265,22,3068.381032
39.01087,27,3068.521566
-21.861979,134,3068.664372
28.73871,49,3068.816445
22.44548,67,3068.816489
34.080475,40,3068.956676
38.213245,26,3069.106374
22.0132,54,3069.106412
26.047123,64,3069.25111
38.418846,28,3069.358581
32.340748,48,3069.471062
35.265972,38,3069.623576
22.857086,54,3069.770766
-9.905753,156,3069.919727
18.593987,70,3070.068082
23.337984,66,3070.068121
5.1753273,121,3070.068129
38.039604,27,3070.068134
40.813934,22,3070.20803
22.221373,79,3070.413646
20.09902,64,3070.413683
-5.5451875,122,3070.41369
10.385814,99,3070.413695
36.165485,29,3070.413699
29.148518,44,3070.551089
39.94286,19,3070.683757
40.40848,31,3070.834137
-102.4263,200,3070.953873
28.007069,56,3070.953914
35.899864,38,3071.073608
10.580742,95,3071.202002
36.887318,32,3071.343729
38.191845,23,3071.453984
31.018665,50,3071.585047
9.260577,74,3071.712225
-10.476608,106,3071.844368
38.898323,23,3071.84441
37.78459,23,3071.844418
37.023567,39,3071.969855
33.188557,40,3072.081414
35.54728,33,3072.224132
-15.225907,141,3072.344095
37.18219,26,3072.4558
38.69802,25,3072.578104
12.493007,102,3072.690363
29.467098,45,3072.818759
37.40537,27,3072.988064
25.088696,67,3072.988101
34.027973,35,3072.988109
36.03305,37,3073.100637
36.848404,30,3073.248469
41.879948,18,3073.248508
5.755492,106,3073.248515
35.55634,37,3073.373673
37.604713,30,3073.482538
38.12909,23,3073.593966
39.301987,23,3073.716452
19.76423,62,3073.872468
16.385199,56,3073.872506
36.9178,26,3073.999652
39.659157,23,3074.1394
17.194313,76,3074.241783
-20.977606,127,3074.359214
2.539504,94,3074.481836
37.996666,28,3074.481869
38.06317,29,3074.622309
40.40011,28,3074.622348
-0.11035958,126,3074.764473
-15.129174,135,3074.76452
34.11363,33,3074.888645
29.156525,47,3075.00684
37.834435,23,3075.14922
41.63585,16,3075.27474
27.976788,48,3075.406166
35.958107,32,3075.516608
-5.4970284,170,3075.653065
-75.99121,200,3075.820339
12.394207,74,3075.820389
37.65593,26,3075.820396
19.947304,58,3075.931742
36.27215,30,3076.068083
-182.44855,200,3076.068117
27.402605,55,3076.177198
27.63712,63,3076.304499
33.84098,41,3076.304543
-15.0294285,115,3076.304549
39.794544,23,3076.448125
0.057671197,108,3076.448166
35.32016,27,3076.448174
36.545128,34,3076.579517
37.3463,34,3076.733764
23.619099,59,3076.7338
18.28206,74,3076.84627
39.990692,23,3076.954638
35.996006,25,3077.081925
37.48796,29,3077.233961
39.707565,25,3077.233993
39.356438,22,3077.376873
-21.677425,126,3077.376907
38.76686,24,3077.491331
38.45183,26,3077.590959
19.393074,93,3077.732395
28.11264,43,3077.732441
35.85564,36,3077.91539
14.961157,71,3077.915433
31.730541,36,3078.044346
35.214195,37,3078.174148
31.437054,39,3078.32944
41.73161,20,3078.4971
40.953583,23,3078.642755
36.163326,29,3078.764722
-179.354,200,3078.896556
38.77906,34,3079.018775
-667.23987,200,3079.12948
35.95279,33,3079.267308
25.23282,68,3079.371026
38.44083,28,3079.530517
9.280459,88,3079.653899
25.860876,65,3079.791702
36.64809,30,3079.897902
32.38724,45,3079.897941
36.541504,29,3080.026317
38.852585,27,3080.159036
40.383568,23,3080.299001
32.51345,39,3080.417123
37.742535,23,3080.572823
41.09612,23,3080.687831
39.224064,22,3080.812913
23.11838,62,3080.812948
32.411175,38,3080.950908
21.25993,84,3080.950946
31.737123,42,3081.078017
-256.5103,200,3081.221956
31.120155,49,3081.221997
23.586647,66,3081.374275
39.437885,24,3081.374316
32.99426,40,3081.502512
26.775301,61,3081.657287
39.37205,23,3081.800107
-5.3823013,136,3081.901737
16.966274,69,3082.042638
29.49897,41,3082.183355
39.630707,25,3082.183387
-131.55766,200,3082.332194
-642.2484,200,3082.33224
17.041613,67,3082.462892
12.954543,93,3082.584446
-43.23507,151,3082.702082
23.877407,58,3082.819192
38.151867,25,3082.953232
13.447771,68,3082.95326
37.730644,41,3083.082651
27.425852,57,3083.082695
-6.519656,157,3083.226562
38.95655,30,3083.364097
35.937702,37,3083.472195
37.72252,27,3083.601134
40.20287,20,3083.704396
39.36233,25,3083.823968
-15.007133,104,3083.824012
34.76499,30,3083.944479
39.899834,20,3084.041766
33.16545,35,3084.181567
16.893179,59,3084.294278
37.179962,28,3084.405322
37.96346,29,3084.405355
-11.480218,145,3084.554793
16.879292,72,3084.554839
38.177628,34,3084.664556
-5.9982457,135,3084.7805
-17.999218,144,3084.882192
40.46501,24,3084.995526
16.855234,72,3085.131296
38.830837,22,3085.244399
24.942236,54,3085.377466
21.18058,69,3085.512553
-48.774456,112,3085.636281
23.495872,56,3085.782049
36.840565,28,3085.888944
38.765736,40,3086.035536
24.63012,50,3086.035583
33.2292,36,3086.14978
39.59225,25,3086.263124
39.70339,27,3086.37921
34.85246,34,3086.482151
32.699894,38,3086.61398
34.14146,44,3086.746563
20.16229,69,3086.864397
13.5707655,79,3086.86443
36.175755,44,3086.98825
1.6959699,111,3087.120636
39.01708,28,3087.23462
30.197437,54,3087.379209
37.290024,31,3087.379242
36.36788,30,3087.488453
42.309902,21,3087.604704
-6.7828803,127,3087.718644
21.019339,78,3087.718681
25.1306,54,3087.823814
-5.727768,112,3087.950118
-3.4451213,124,3088.077692
31.274487,40,3088.197963
-5.398964,108,3088.335975
37.651268,24,3088.441019
36.811695,39,3088.571326
-1.5288081,94,3088.684889
33.583508,35,3088.823935
20.294914,65,3088.823975
37.559116,30,3088.965728
26.96926,50,3089.101927
11.676674,92,3089.239284
1.3820101,111,3089.345359
39.147923,30,3089.461783
38.05171,26,3089.574319
35.138947,31,3089.574355
39.069942,22,3089.688305
29.617603,46,3089.868418
37.088055,30,3089.868463
28.308887,54,3090.010696
20.062376,70,3090.163783
39.19761,20,3090.294242
-31.611717,163,3090.400755
2.4102402,80,3090.518297
38.84424,28,3090.518333
37.538006,36,3090.643181
12.681703,99,3090.785124
26.195435,55,3090.885566
13.90163,66,3091.009087
39.18496,24,3091.116183
-27.650354,138,3091.236397
12.774935,77,3091.385044
-113.270676,200,3091.514396
36.257412,35,3091.626958
5.0593624,76,3091.753465
34.66511,34,3091.871145
34.43726,36,3092.012095
-41.492218,172,3092.012155
35.383842,32,3092.121287
5.8708715,87,3092.260473
-181.54166,200,3092.405772
38.755955,26,3092.559188
17.278683,86,3092.68456
38.16102,24,3092.791396
-90.8569,200,3092.948581
36.386894,28,3092.948627
25.236906,55,3093.063209
37.90842,26,3093.182552
24.637733,69,3093.309254
25.7249,42,3093.419922
36.335567,33,3093.522297
37.139763,29,3093.664777
41.41245,22,3093.763776
22.383434,59,3093.889867
32.297012,43,3093.889909
-104.68884,200,3093.997355
25.589415,60,3094.101754
37.769863,27,3094.208444
23.436419,60,3094.317016
39.182266,24,3094.46038
37.770683,24,3094.581871
-19.281225,121,3094.709823
38.293293,25,3094.709867
-3.5709114,124,3094.847172
39.50693,20,3094.847206
20.895737,76,3094.847211
6.947708,94,3094.980218
1.7976848,82,3094.980254
8.41791,111,3095.109017
-91.937126,200,3095.242361
36.830456,26,3095.242389
24.693321,50,3095.242395
-188.74825,200,3095.344352
24.633541,75,3095.478542
40.757538,22,3095.478577
34.8478,38,3095.478583
10.536764,106,3095.643777
-8.74526,109,3095.643828
31.024773,54,3095.755435
27.790686,38,3095.862551
36.463665,33,3096.019081
38.38726,26,3096.155639
35.22631,42,3096.155674
35.517616,43,3096.296481
40.23386,25,3096.407128
41.473743,18,3096.515429
41.18312,20,3096.632286
-322.7926,200,3096.741038
37.129734,40,3100.04734
37.09058,30,3100.155105
32.993378,27,3100.276342
42.913822,18,3100.276392
39.320034,28,3100.414794
25.640982,66,3100.414828
41.409798,24,3100.547616
13.480117,87,3100.655904
33.976475,40,3100.808422
26.133787,48,3100.950692
37.911087,30,3101.074999
41.251263,22,3101.208696
-6.658385,100,3101.333929
29.408344,49,3101.487793
36.56771,30,3101.487832
27.142418,64,3101.619131
26.318068,52,3101.78989
-33.576202,139,3101.789944
26.513544,60,3101.926538
22.192894,68,3102.04721
39.22136,21,3102.154366
21.021608,72,3102.2937
35.129715,35,3102.39892
31.820002,49,3102.52438
27.878706,49,3102.638506
37.10465,31,3102.749741
40.04826,21,3102.887362
-94.35,200,3103.037021
36.137432,35,3103.037063
36.470207,34,3103.147043
37.945316,30,3103.274114
-90.67236,200,3103.429986
30.305416,45,3103.430019
35.68635,35,3103.592785
11.895712,85,3103.717649
25.87419,62,3103.821959
38.154453,29,3103.936974
23.477737,67,3104.063157
35.148056,32,3104.063187
14.22139,68,3104.204349
-112.98633,200,3104.204395
39.954624,28,3104.321996
40.554108,24,3104.426298
3.754364,110,3104.540813
