#{"t_start": 1780398861.2305164, "env_id": "None"}
r,l,t
7.6443844,81,1844.537987
42.569447,16,1844.677637
22.605654,61,1844.794948
37.77657,26,1844.794976
35.58157,37,1844.934343
25.7272,71,1845.033567
32.026592,39,1845.183313
-9.643738,100,1845.286956
26.983135,46,1845.286991
35.95921,30,1845.411523
5.0437703,89,1845.541807
34.466537,33,1845.541839
16.476444,71,1845.686072
15.189812,90,1845.804653
11.114278,89,1845.927443
-0.2273256,101,1846.041785
30.927597,39,1846.16241
32.353127,49,1846.284306
-37.957405,179,1846.394872
33.36218,36,1846.550394
38.748,24,1846.677653
32.15629,36,1846.804585
-86.66203,200,1846.804635
26.347078,57,1846.804641
34.86254,32,1846.961316
29.345442,52,1847.066393
37.533985,34,1847.179852
30.303356,52,1847.314238
-130.33075,200,1847.31428
33.07629,38,1847.467082
-24.158861,148,1847.597439
-407.92868,200,1847.7672
31.406385,44,1847.8925
27.711895,49,1848.027744
40.791,26,1848.159347
28.8871,43,1848.260467
18.131351,84,1848.36585
38.173496,25,1848.496696
27.113766,61,1848.496737
-74.06176,196,1848.621225
39.680355,24,1848.718664
32.11419,46,1848.831371
32.819603,42,1848.970006
29.535604,40,1849.099754
34.76625,31,1849.099797
38.38706,27,1849.25614
22.542967,75,1849.379309
40.578133,20,1849.517761
17.66827,59,1849.517797
35.1247,34,1849.517803
40.478283,31,1849.653676
39.042347,22,1849.805116
41.4718,18,1849.917164
29.261082,48,1850.062206
19.751919,82,1850.175283
30.898294,45,1850.279992
38.40137,26,1850.383814
38.70061,26,1850.531965
34.4896,38,1850.532001
-36.401527,157,1850.653971
29.127708,52,1850.825978
39.60396,25,1850.979241
-3.3413157,127,1851.130253
19.06812,62,1851.253592
15.697777,71,1851.365801
1.5285016,125,1851.465772
23.78289,59,1851.612237
30.625746,43,1851.758966
40.217068,21,1851.759011
29.579758,41,1851.874713
-59.419426,148,1851.985494
39.23978,20,1852.110938
33.64502,34,1852.239235
25.855236,63,1852.360056
19.927185,65,1852.50814
22.930046,51,1852.665615
15.595228,88,1852.78834
17.048187,83,1852.963603
9.116451,102,1853.106363
35.134453,28,1853.215283
-0.14361821,106,1853.353786
37.133213,31,1853.461577
38.12175,26,1853.605534
32.93552,33,1853.605575
37.342094,29,1853.72214
37.514206,28,1853.863595
16.952616,85,1853.984389
23.687662,72,1854.101976
17.938501,89,1854.102021
25.12048,62,1854.23925
31.31664,36,1854.371376
-1.5781854,105,1854.497179
35.18821,36,1854.627233
37.09858,29,1854.75766
23.420948,57,1854.757698
36.53278,27,1854.883782
39.770153,24,1855.001424
29.035297,54,1855.001457
36.481556,30,1855.116299
39.265804,23,1855.217931
-90.50432,200,1855.33565
41.41777,17,1855.503799
37.264774,22,1855.637306
-3.4876626,119,1855.742803
38.172703,25,1855.881777
-84.29173,200,1855.881829
27.036016,47,1856.019354
36.387165,31,1856.182686
38.598747,27,1856.182715
29.043522,46,1856.182721
28.681898,43,1856.337421
17.212753,67,1856.474386
39.500977,25,1856.622119
11.245266,83,1856.730387
-42.52819,135,1856.843858
0.5428316,131,1856.964651
38.76775,24,1856.964698
29.494356,44,1857.083438
17.007965,73,1857.184853
-97.48902,200,1857.306651
37.74103,26,1857.439537
16.481485,88,1857.439571
39.859295,19,1857.554683
38.514225,27,1857.716692
-6.7343946,170,1857.716736
13.299475,104,1857.841811
33.746414,34,1857.983956
-15.430742,121,1857.984003
33.092945,40,1858.113743
39.799603,23,1858.222011
31.801075,35,1858.361613
-201.1489,200,1858.494295
33.620037,39,1858.494329
36.902344,27,1858.605942
38.0003,20,1858.605982
19.363922,75,1858.702076
28.494051,46,1858.799112
2.963459,108,1858.940954
30.024792,42,1858.941002
-6.330491,116,1859.069287
-15.775536,144,1859.210445
39.91917,17,1859.323683
39.637463,22,1859.433365
-31.939245,131,1859.433398
40.928013,18,1859.557127
38.32809,22,1859.674158
32.56611,42,1859.79127
24.755756,64,1859.791319
-6.527644,124,1859.930719
33.100655,40,1860.031989
36.235847,26,1860.175722
39.073223,24,1860.323328
28.00344,48,1860.458375
27.551773,51,1860.588413
35.117176,30,1860.588449
14.009285,74,1860.711788
38.80906,24,1860.823683
37.348236,27,1860.947252
38.79192,26,1861.099012
-123.90342,200,1861.212886
3.6964598,123,1861.31382
26.423702,46,1861.4348
25.882057,68,1861.563074
-34.638622,157,1861.661611
33.82925,36,1861.803642
39.636276,24,1861.803695
-2.1373296,119,1861.939795
39.83062,22,1862.096518
-31.276882,162,1862.209277
7.282897,95,1862.324803
-84.38302,200,1862.439552
34.28191,39,1862.545534
37.37975,22,1862.680048
39.622948,25,1862.680094
31.701557,45,1862.782885
39.52974,25,1862.904741
16.51865,76,1863.012851
-513.0678,200,1863.117444
-26.136816,134,1863.216636
26.40829,47,1863.330919
30.51545,49,1863.466277
33.102753,34,1863.574101
19.59512,60,1863.574141
40.30062,21,1863.693792
-11.027057,120,1863.817876
6.5769873,85,1863.927844
37.096607,28,1864.048142
-71.85989,200,1864.181706
33.447372,40,1864.312406
22.291447,58,1864.312436
-10.40728,141,1864.47733
36.483833,32,1864.477378
24.019325,50,1864.477389
37.550053,26,1864.599905
-94.25405,200,1864.745404
-137.95009,200,1864.745443
-3.0811741,144,1864.880744
37.53746,25,1864.99684
39.497917,28,1865.124313
3.6386516,100,1865.246155
-95.10528,200,1865.353021
29.56265,43,1865.489043
22.166565,71,1865.489076
19.083694,62,1865.601578
29.129087,56,1865.744126
39.58629,19,1865.866302
23.954056,53,1865.979042
33.076096,35,1866.111594
40.026222,23,1866.217226
34.251934,37,1866.317897
18.488659,56,1866.468124
38.60033,25,1866.603429
20.09311,64,1866.715262
23.383905,72,1866.828512
40.70369,21,1866.942849
36.68877,29,1866.942888
25.219402,50,1867.106391
33.8003,41,1867.208706
42.588936,18,1867.305358
30.034386,47,1867.422853
39.331963,27,1867.580018
18.023924,75,1867.580058
26.61211,56,1867.675482
-42.275856,137,1867.803035
-92.92587,200,1867.803069
-0.22656581,95,1867.924289
-78.79077,191,1868.036938
16.475828,72,1868.17022
40.4757,23,1868.170264
34.283176,34,1868.297181
20.333225,78,1868.421679
26.398046,49,1868.421718
20.837744,75,1868.541331
28.826553,49,1868.679658
30.502296,37,1868.782139
38.548405,21,1868.937105
37.441723,30,1869.06132
-15.611055,145,1869.167459
34.407993,38,1869.288985
4.2451353,112,1869.421499
32.144512,44,1869.548332
-0.6634545,85,1869.667238
23.591198,57,1869.818512
32.45649,35,1869.937769
17.222631,71,1870.044696
-108.191765,200,1870.166689
24.227728,62,1870.278455
38.51776,29,1870.389746
20.753162,73,1870.549727
-44.761566,197,1870.549772
-44.48355,165,1870.695598
34.88641,45,1870.834525
35.408978,29,1870.943759
38.31329,35,1871.065879
35.765263,44,1871.065921
-501.5065,200,1871.173989
26.579268,47,1871.313976
-438.48727,200,1871.434993
-0.5915001,113,1871.571467
-31.147041,130,1871.686795
1.1951896,104,1871.786575
38.828617,23,1871.934181
29.447647,39,1872.087135
37.099102,26,1872.087172
19.587486,76,1872.201008
-16.181065,161,1872.349353
16.33932,78,1872.476095
30.709837,41,1872.58805
34.9023,37,1872.713341
36.94058,30,1872.713391
36.444885,34,1872.819116
36.1226,33,1872.943877
-544.0248,200,1873.074258
-87.468315,200,1873.074292
19.376614,71,1873.201929
7.032314,133,1873.201975
39.892746,20,1873.342304
37.962986,34,1873.463366
30.654423,39,1873.575169
35.782658,43,1873.729901
-7.904094,133,1873.729939
40.90518,19,1873.729949
-128.29558,200,1873.84589
35.9187,31,1873.99321
-36.039295,147,1874.129957
39.739998,22,1874.129992
34.694523,37,1874.256519
-600.80945,200,1874.363553
11.342681,71,1874.470675
41.768867,24,1874.630178
34.019463,34,1874.762435
42.829906,20,1874.762462
17.120337,80,1874.868532
-9.4792595,128,1874.983918
35.458996,27,1875.108678
37.667217,28,1875.241061
4.434003,104,1875.241108
39.893497,25,1875.367788
-151.70732,200,1875.481995
37.193363,24,1875.620227
-19.898346,166,1875.726354
23.400204,74,1875.855378
20.583199,60,1875.969221
41.7507,19,1876.089632
30.307827,30,1876.20625
18.137165,61,1876.33982
39.150826,29,1876.464878
28.226824,50,1876.565985
22.079256,89,1876.673392
29.404774,46,1876.792958
14.631925,78,1876.793001
33.84593,32,1876.897712
22.951862,69,1877.041572
39.296104,24,1877.183258
-8.410992,101,1877.183292
-68.9801,200,1877.183299
31.818775,33,1877.302167
34.287464,34,1877.442001
38.72271,34,1877.55468
34.929234,35,1877.663131
24.484665,54,1877.789999
9.109619,85,1877.927044
33.578712,46,1877.927082
37.669533,26,1877.927088
32.02158,36,1878.038124
39.303562,22,1878.143226
-69.612335,200,1878.276474
37.811752,24,1878.276511
39.7043,23,1878.407181
37.364544,28,1878.521236
31.272766,39,1878.633481
36.409927,29,1878.742791
-17.926702,140,1878.860596
23.859854,64,1878.860651
28.981522,34,1879.005672
39.981888,21,1879.005706
22.492807,67,1879.145479
21.39915,59,1879.282917
5.2123046,121,1879.398336
13.847106,81,1879.398396
34.12757,36,1879.505841
35.938023,36,1879.618923
3.2709968,100,1879.741722
32.0515,38,1879.849079
37.962654,28,1879.966909
37.92492,32,1880.072544
37.821274,27,1880.208792
39.433258,23,1880.343967
-207.11354,200,1880.48022
27.982702,47,1880.592279
32.36044,35,1880.731875
40.348442,22,1880.867144
38.427593,27,1880.993929
30.798697,44,1881.128523
39.92124,23,1881.228137
5.583345,105,1881.353709
16.091845,59,1881.353759
27.333437,64,1881.477053
30.071123,46,1881.580168
32.37852,46,1881.71144
6.95465,93,1881.7115
-98.85883,200,1881.889973
12.8822,87,1882.038951
37.760098,25,1882.193443
5.5463657,109,1882.193632
25.119139,62,1882.295601
35.93852,37,1882.418776
18.829668,93,1882.418832
-22.298737,154,1882.534288
21.109196,69,1882.65837
-0.6073934,101,1882.771026
34.89007,33,1882.877964
19.489162,86,1883.021094
8.614899,85,1883.168795
30.849936,43,1883.329072
35.29724,35,1883.32912
34.338875,36,1883.44093
37.580685,28,1883.540926
8.866307,97,1883.697915
27.776245,61,1883.823501
28.756264,43,1883.923968
-83.891655,200,1884.028944
25.538021,60,1884.159373
-17.33816,130,1884.159406
30.204947,52,1884.298994
13.358435,71,1884.299036
-6.214236,136,1884.412291
40.083958,25,1884.539977
-10.312777,157,1884.662413
24.084162,52,1884.662451
-11.155003,128,1884.829265
40.5265,22,1884.829317
-46.793404,185,1884.94151
-147.54828,200,1885.076835
40.14541,21,1885.076866
31.642342,35,1885.187306
-18.901114,119,1885.287286
12.343894,97,1885.415862
31.59289,41,1885.525467
38.87524,22,1885.644774
17.251894,90,1885.753341
27.304132,50,1885.889279
-15.9583645,134,1885.889316
36.933075,27,1886.030546
-2.1304033,100,1886.16083
36.994957,31,1886.30466
36.822716,26,1886.304703
21.241058,68,1886.304709
-94.45282,200,1886.444703
-81.481705,200,1886.559649
30.267292,47,1886.701416
32.069786,42,1886.841879
38.99798,27,1886.968557
30.125942,44,1887.081688
-15.780965,119,1887.21696
36.246033,31,1887.345486
36.561394,34,1887.454326
13.760539,81,1887.595728
32.947815,33,1887.746172
31.60453,39,1887.746211
23.012222,63,1887.872444
38.72061,23,1887.978011
13.695653,87,1888.134519
25.087717,60,1888.134562
3.5808358,79,1888.261365
31.75001,45,1888.38678
16.24621,68,1888.386822
17.160212,52,1888.386829
36.725735,27,1888.506201
18.657356,75,1888.620996
11.239324,92,1888.760032
39.92901,23,1888.897959
36.28995,30,1888.89799
38.634823,28,1889.03834
-17.100452,129,1889.03838
37.242924,27,1889.168516
-16.082912,159,1889.299182
36.830498,29,1889.416429
-6.737291,99,1889.537286
27.041874,51,1889.537317
-34.12228,180,1889.676
4.624946,95,1889.78951
39.217525,28,1889.789571
29.981604,41,1889.916324
18.63449,66,1890.02472
26.77482,44,1890.156307
-6.084023,121,1890.29266
-109.19929,200,1890.424873
37.129745,29,1890.424925
23.590944,65,1890.540037
35.975742,30,1890.648863
28.355625,36,1890.761312
27.257582,51,1890.870093
24.767351,58,1891.016767
16.828863,66,1891.162865
2.063733,115,1891.162909
39.5451,21,1891.337263
-37.101555,195,1891.337304
31.58359,46,1891.500215
35.008987,31,1891.500271
38.2351,24,1891.619075
37.901302,28,1891.769403
28.761017,39,1891.919287
40.33108,20,1892.024384
37.509747,29,1892.132937
38.75544,21,1892.295434
38.392567,29,1892.295554
39.032494,21,1892.45054
15.6270275,89,1892.580589
36.991627,27,1892.684677
31.72048,45,1892.787623
38.742424,21,1892.914663
-13.592366,139,1893.032702
38.632843,23,1893.138962
36.4603,28,1893.262688
26.24134,54,1893.419246
41.38476,19,1893.419312
16.71007,62,1893.563016
32.750225,47,1893.690548
37.29252,27,1893.791008
-13.113573,118,1893.887472
39.997303,22,1894.0253
37.784126,33,1894.165384
33.06702,43,1894.16542
29.626183,42,1894.322415
-102.98998,200,1894.322469
24.195305,58,1894.452005
23.280033,77,1894.585694
-39.76998,147,1894.721484
35.237724,34,1894.838918
20.215958,73,1894.94833
39.155148,22,1895.077923
9.130485,103,1895.250502
7.292175,108,1895.250536
-95.95289,200,1895.373672
33.324356,32,1895.530656
35.765297,36,1895.658407
36.61709,26,1895.821524
-96.21155,200,1895.937984
37.262554,27,1895.938024
37.474724,26,1896.073239
25.505133,56,1896.176112
34.951733,43,1896.301313
11.932764,101,1896.416959
16.239506,77,1896.574557
-9.551319,112,1896.6809
14.720171,75,1896.810453
31.989122,38,1896.810501
33.02159,51,1896.918725
18.573683,79,1897.026767
37.79821,26,1897.145452
31.896397,42,1897.301172
35.866005,29,1897.437255
36.620235,33,1897.580466
-26.793304,136,1897.580518
21.850584,68,1897.69812
15.135782,70,1897.825768
-12.56721,155,1897.825805
29.084602,42,1897.97591
38.434334,27,1898.082454
16.11184,63,1898.082618
38.82579,31,1898.203377
38.878628,25,1898.314145
-68.51088,200,1898.436002
35.466286,41,1898.54389
-136.29488,200,1898.69078
40.368565,19,1898.797124
11.120509,67,1898.941621
37.072556,29,1899.050389
26.521915,63,1899.181854
33.48733,44,1899.181888
35.87448,32,1899.280146
24.716242,70,1899.382292
-160.26457,200,1899.503864
27.598255,57,1899.621624
15.151799,88,1899.799638
16.847818,54,1899.940836
30.39325,42,1900.073452
0.88871104,63,1900.073488
36.986137,26,1900.193018
35.17085,33,1900.193058
39.980267,19,1900.324781
26.189396,62,1900.451163
41.8131,19,1900.621081
35.143223,30,1900.621111
36.26721,26,1900.621116
9.160885,100,1900.743544
29.573225,43,1900.868569
20.101288,73,1900.990635
36.241768,28,1901.109754
23.8442,74,1901.257928
38.15142,25,1901.257973
39.126926,21,1901.380852
32.41315,42,1901.504277
34.95403,33,1901.504318
11.525871,70,1901.618692
33.915573,36,1901.775675
21.007666,77,1901.775715
23.67106,46,1901.935205
17.794434,85,1901.935249
-86.2014,200,1901.935255
31.5344,44,1902.063497
7.951137,96,1902.231918
15.466648,88,1902.231971
-2.8400047,109,1902.350906
-507.13498,200,1902.462017
34.52257,30,1902.567639
37.886604,28,1905.761096
39.45919,20,1905.88173
13.873725,80,1905.881784
19.889124,59,1906.003901
14.557707,98,1906.003951
17.970413,84,1906.16022
31.859018,30,1906.160265
-44.14039,157,1906.272794
-7.8647485,141,1906.272837
-81.412415,200,1906.397535
25.490574,61,1906.397577
12.800723,77,1906.397584
37.90881,28,1906.550989
24.608337,50,1906.682367
19.345507,72,1906.802102
28.38275,56,1906.908884
23.76757,49,1907.027771
28.11473,43,1907.16881
35.178677,30,1907.168857
24.779772,39,1907.288756
37.169186,35,1907.39573
38.911777,23,1907.495146
5.8830743,82,1907.643862
16.287838,69,1907.7833
36.458267,31,1907.783335
37.536083,27,1907.892762
28.324724,58,1908.009719
39.602806,23,1908.173666
35.52911,32,1908.173715
37.16535,28,1908.173721
38.77344,26,1908.278258
41.1346,24,1908.410695
37.046158,30,1908.54883
12.494174,108,1908.548863
34.87725,27,1908.663018
31.740925,45,1908.76858
39.117664,27,1908.899281
40.96701,26,1909.039128
-1.7264342,142,1909.158005
39.75149,21,1909.267545
12.163252,99,1909.398623
35.370018,30,1909.504961
26.43576,57,1909.616644
-49.73952,157,1909.758857
23.50309,64,1909.758892
34.41774,37,1909.89186
31.79732,48,1909.891897
37.49332,23,1909.996787
35.0209,36,1910.122631
35.209385,35,1910.256447
-1.6529381,126,1910.367959
16.963123,77,1910.506688
34.211536,30,1910.506717
22.08976,60,1910.611053
26.666416,61,1910.713516
37.593403,35,1910.838873
40.537983,18,1910.838916
41.84375,26,1910.838922
25.046677,43,1910.958012
15.428419,98,1910.958057
15.433822,91,1911.089103
29.314245,47,1911.280575
1.6119788,124,1911.415138
-32.381493,117,1911.541605
29.131712,57,1911.697918
32.195984,42,1911.697957
25.770903,54,1911.697963
32.17917,34,1911.804911
-3.141068,130,1911.951778
35.005985,38,1911.95182
39.711155,21,1912.092592
-74.849434,143,1912.20488
0.9765351,100,1912.331229
4.3454204,104,1912.435317
-52.956287,139,1912.565443
24.423584,55,1912.56548
20.377089,69,1912.69278
-487.25684,200,1912.82206
17.204912,72,1912.932998
-570.2574,200,1913.075389
-4.712902,132,1913.190705
-167.39838,200,1913.355806
35.925514,33,1913.475663
-10.555067,95,1913.610698
-0.6129768,107,1913.735013
39.631645,19,1913.735054
25.19531,61,1913.858199
-126.48454,200,1913.971031
1.351123,116,1913.971087
6.3277507,115,1914.081852
37.993176,33,1914.253982
31.709463,58,1914.373158
16.885887,81,1914.5061
39.482513,22,1914.635111
38.480278,24,1914.739481
21.29585,52,1914.852583
25.451239,70,1914.99354
-33.359447,148,1914.993572
14.562007,73,1915.105316
27.68143,48,1915.204517
34.537357,37,1915.305418
31.064236,39,1915.4287
-0.6973331,104,1915.571334
36.546394,33,1915.732961
40.292442,21,1915.853219
29.991468,37,1915.963225
-127.34855,200,1916.118197
-8.001193,135,1916.265528
37.46868,26,1916.403028
34.916836,38,1916.522889
32.112465,46,1916.662982
-2.7081547,91,1916.663039
-35.44243,168,1916.779571
34.89553,27,1916.918344
-101.44559,200,1917.044007
-9.950985,110,1917.160848
35.967342,33,1917.286289
-13.735567,154,1917.286328
25.255825,59,1917.286335
26.136625,60,1917.415664
37.903763,26,1917.539716
-676.19507,200,1917.681533
29.290962,53,1917.681645
30.176535,60,1917.806516
34.455837,37,1917.806554
32.59057,38,1917.806565
34.150223,28,1917.936056
30.115147,43,1918.054563
-99.89307,200,1918.17715
-35.896133,150,1918.321779
-97.19397,200,1918.469537
39.745533,25,1918.596645
-13.556417,175,1918.724329
41.81739,20,1918.85228
-14.5948105,174,1918.852312
38.255436,30,1918.852322
-9.618589,119,1918.977629
28.187466,43,1919.085239
22.230804,57,1919.199678
39.830826,21,1919.313064
31.803474,44,1919.453153
33.26406,40,1919.561688
36.655506,35,1919.663091
30.62152,40,1919.812115
30.257502,54,1919.812149
-125.904495,200,1919.933352
28.368078,53,1920.060137
32.933247,36,1920.173098
7.2709885,100,1920.282669
36.074333,28,1920.282718
12.679643,107,1920.409447
30.43226,47,1920.544372
36.868565,28,1920.544407
34.786873,32,1920.661334
37.519554,27,1920.801047
28.796305,44,1920.917523
-120.63644,200,1921.017083
25.889957,67,1921.152818
33.907864,48,1921.264224
39.97115,23,1921.413727
32.64825,36,1921.413766
29.299086,51,1921.516268
-95.39774,200,1921.662189
21.810484,71,1921.662228
37.813732,28,1921.838532
29.073606,38,1921.838569
14.062613,72,1921.96998
33.127354,37,1922.094189
38.881935,25,1922.207421
38.158806,28,1922.207458
34.45488,29,1922.347225
39.40353,21,1922.488703
3.7742589,95,1922.615631
37.95124,28,1922.789668
29.745384,37,1922.92572
-613.678,200,1923.055093
34.012318,38,1923.188006
-102.86567,200,1923.308886
3.3833103,135,1923.458635
37.43045,24,1923.595777
38.4666,25,1923.595813
36.775616,31,1923.729421
34.74414,42,1923.72946
36.493088,28,1923.848023
26.995667,43,1923.984583
37.21395,31,1924.171015
35.61361,22,1924.17106
-7.819395,126,1924.171067
7.5444427,98,1924.322906
17.588078,76,1924.322959
34.314045,36,1924.472497
-76.755974,189,1924.472549
35.753498,35,1924.628371
35.87458,32,1924.729333
-177.81714,200,1924.729374
33.983036,39,1924.852402
36.67278,32,1924.981512
37.841007,27,1925.082689
33.81233,35,1925.192263
26.133627,53,1925.318523
35.301777,40,1925.452254
41.977203,19,1925.452291
30.215752,35,1925.630243
-4.2869925,141,1925.630274
39.554455,26,1925.63028
29.215992,44,1925.736768
35.533485,35,1925.897678
20.560658,66,1925.89771
10.1219,80,1926.019657
26.275515,49,1926.153097
25.705528,49,1926.153129
-10.303921,136,1926.302236
14.653061,72,1926.438531
-48.980118,122,1926.438566
38.69032,22,1926.558906
30.928465,44,1926.672183
39.47525,23,1926.843568
-25.651909,146,1926.983684
-98.00869,200,1927.086151
39.66103,23,1927.242976
21.834072,68,1927.374873
26.60049,45,1927.50606
-26.230629,156,1927.661467
28.255667,50,1927.661507
35.605797,39,1927.661514
-121.588646,200,1927.80329
38.938618,24,1927.973794
-47.175117,163,1928.093783
36.885284,35,1928.232766
30.807686,46,1928.232803
-13.732439,174,1928.403157
17.263727,71,1928.515354
26.240404,56,1928.64648
32.603085,46,1928.770934
-131.244,200,1928.875335
-14.399489,174,1929.015733
13.4668255,72,1929.126354
31.027481,32,1929.279874
-9.192681,145,1929.398401
-42.94136,144,1929.523468
16.48421,73,1929.679734
37.083385,25,1929.679777
29.046803,50,1929.821155
33.29568,39,1929.960562
35.687744,37,1929.960608
39.620144,23,1930.081402
-110.20313,200,1930.201199
35.505184,38,1930.311864
21.087719,66,1930.425255
7.2910194,73,1930.425288
34.127934,31,1930.555377
31.131786,53,1930.668934
37.97849,31,1930.774788
22.81441,64,1930.904583
36.527637,25,1931.035709
15.508031,77,1931.152394
35.942657,33,1931.260144
39.848198,23,1931.380686
39.032864,25,1931.380733
-92.023,200,1931.492615
33.874336,34,1931.58664
38.14695,23,1931.684371
38.91269,27,1931.807839
-95.32407,200,1931.945463
-75.36453,200,1931.945495
-0.62283134,123,1932.05726
-109.676735,200,1932.198309
25.536,58,1932.198355
3.6107464,127,1932.314532
39.52171,24,1932.445827
21.260508,72,1932.445876
10.910567,82,1932.551939
-90.76727,200,1932.665825
25.258463,63,1932.768813
39.821987,22,1932.874189
37.832565,27,1932.979441
38.750076,25,1933.087246
28.985044,48,1933.26438
31.96887,42,1933.264424
35.856174,36,1933.375237
38.509075,27,1933.560817
30.769865,36,1933.676239
-104.70486,200,1933.815424
-83.40871,200,1933.815462
33.67168,31,1933.925013
30.00329,41,1934.091595
38.96242,21,1934.091635
37.17926,32,1934.222677
11.569835,79,1934.382739
2.2798126,104,1934.518197
19.696676,75,1934.648536
10.9597,74,1934.648582
20.637554,64,1934.802737
6.9329844,99,1934.938974
-106.70457,200,1935.11787
36.368843,31,1935.117908
20.766287,70,1935.117914
39.675976,25,1935.287595
32.80068,36,1935.287627
36.229153,27,1935.407651
28.98474,46,1935.546154
37.68977,24,1935.673169
24.54547,48,1935.673221
-94.47345,200,1935.803212
33.388256,35,1935.948987
11.084403,101,1935.949029
41.171295,24,1936.079235
-32.879692,159,1936.204736
5.0926633,82,1936.334593
29.920107,38,1936.482856
-9.05107,124,1936.482894
11.839495,89,1936.605981
29.4169,40,1936.717745
-392.23236,200,1936.867772
26.185692,55,1936.86781
39.43196,22,1936.98715
28.226383,55,1937.129606
39.638252,18,1937.2755
40.501957,22,1937.398278
38.006054,29,1937.529374
40.233776,21,1937.624633
-13.977064,115,1937.72845
37.55793,27,1937.877355
32.63195,49,1938.01346
7.0108485,101,1938.134229
-14.265568,132,1938.258278
32.556873,35,1938.258313
26.55695,55,1938.396879
22.91893,88,1938.507551
34.79707,36,1938.621129
14.763715,78,1938.621181
15.519935,97,1938.75476
21.020407,65,1938.897273
33.900734,35,1939.066321
18.546179,74,1939.214296
-0.4472419,113,1939.346351
39.041294,23,1939.451319
34.358234,33,1939.585141
41.181858,20,1939.689525
-145.77661,200,1939.82565
-54.927563,138,1939.939324
34.17984,38,1940.053454
28.259705,49,1940.172301
-81.691055,200,1940.291505
38.2524,31,1940.291542
34.847908,34,1940.404715
5.15499,102,1940.511911
34.87772,38,1940.661232
25.142225,53,1940.797332
-5.094736,147,1940.797369
2.0408297,93,1940.94135
38.31227,29,1941.054909
13.282009,100,1941.198107
-39.712494,193,1941.341177
-37.841827,187,1941.454718
5.212773,105,1941.568998
31.400888,30,1941.677727
38.44776,25,1941.795617
36.211967,28,1941.906342
18.734016,63,1942.03149
35.952526,34,1942.169039
28.130894,44,1942.287573
39.97307,20,1942.437255
28.730915,57,1942.437289
10.927124,81,1942.541489
-14.737662,117,1942.689425
36.49793,36,1942.800216
33.33873,37,1942.918861
37.079437,28,1943.038495
35.167767,35,1943.140034
21.168283,62,1943.252753
31.503267,50,1943.351113
39.9026,20,1943.458592
-92.49697,200,1943.58772
40.52493,20,1943.701763
39.65148,22,1943.838013
-71.68943,200,1943.994201
28.733513,60,1944.115474
11.202656,81,1944.115522
25.715376,64,1944.245043
35.866653,28,1944.35945
10.191501,99,1944.52375
35.0931,30,1944.523791
22.78612,58,1944.66611
36.28086,29,1944.802097
32.548164,48,1944.907821
40.881252,22,1945.072862
30.629528,44,1945.18069
-16.364038,171,1945.180721
25.87354,64,1945.323345
2.0839615,107,1945.44336
32.29464,39,1945.565724
30.743172,46,1945.67549
-35.88213,153,1945.816582
37.83837,30,1945.95602
32.948837,46,1946.075954
24.637394,59,1946.183896
2.4592166,100,1946.346717
37.31361,31,1946.497287
31.960794,40,1946.608997
12.670165,80,1946.716968
-3.248704,134,1946.83996
37.035122,25,1946.983495
-29.314901,155,1947.099806
34.808067,33,1947.22091
37.65474,28,1947.361449
29.063633,47,1947.499007
29.200771,49,1947.606595
5.483049,102,1947.712546
40.55234,20,1947.89289
20.021677,79,1947.892925
36.004116,24,1948.01706
27.507174,63,1948.128898
34.575333,33,1948.128931
29.301872,49,1948.291723
27.132265,55,1948.415883
-138.49254,200,1948.415927
-18.115475,123,1948.415934
34.24771,40,1948.520982
38.72237,28,1948.64803
3.131132,103,1948.64808
21.008642,66,1948.773537
35.32274,34,1948.893405
-85.06518,200,1949.02328
-19.715366,183,1949.133256
-89.411606,200,1949.249771
42.157856,21,1949.378745
30.304468,35,1949.504824
30.999117,51,1949.620765
35.518345,34,1949.620804
18.408106,67,1949.752712
-9.408392,111,1949.879495
2.3910842,120,1949.879525
29.46153,43,1950.022449
22.122038,59,1950.123875
33.09353,33,1950.225382
31.059553,38,1950.334963
30.205631,37,1950.463033
36.126896,30,1950.566886
2.3448098,103,1950.710699
-112.93872,200,1950.838339
39.67609,24,1950.83838
39.225918,24,1950.94108
37.708244,29,1951.073565
26.192003,66,1951.217991
22.597124,51,1951.218026
-9.0839,88,1951.350198
39.143353,24,1951.459691
-97.65776,200,1951.565457
33.005848,39,1951.690293
-93.22965,200,1951.817847
36.224396,28,1951.945873
35.67076,38,1952.085392
35.997868,28,1952.085428
-17.545895,163,1952.085434
41.26905,22,1952.202104
29.58415,48,1952.357534
19.218855,71,1952.458602
-9.221882,139,1952.571441
20.42265,75,1952.67909
30.235754,55,1952.679125
-82.93621,200,1952.811413
35.600353,30,1952.981776
3.8384197,126,1952.981833
13.840309,86,1952.981841
23.285597,74,1953.10831
-195.81363,200,1953.108357
38.116165,29,1953.240197
37.717106,25,1953.344361
28.121874,57,1953.463358
31.481627,41,1953.597427
38.169823,25,1953.597457
41.52103,19,1953.709035
37.884056,28,1953.709073
30.932293,35,1953.847971
3.6264703,116,1953.983975
33.2679,41,1953.984009
20.836864,69,1954.129637
10.061689,86,1954.235024
36.217995,29,1954.347483
35.26157,31,1954.458395
34.372147,29,1954.563191
32.0763,34,1954.669794
28.513378,50,1954.798152
39.016026,26,1954.926754
38.698723,26,1955.045588
34.511936,33,1955.148444
